Epoch,PSNR,SSIM,FID
0,16.68941080013545,0.3940652060546311,365.44412988952973
10,24.106500688104035,0.6271266182145172,318.80957629037425
20,26.46620776903977,0.7138241199512929,275.25015628764845
30,27.752739348891332,0.7481835016123647,236.1623469358671
40,27.950649985057925,0.7493923526871221,224.93626128353236
49,27.96882298562176,0.7292661623382573,221.41782550087717
