Epoch,PSNR,SSIM,FID
0,27.34747356843764,0.6848014770366467,301.77632071029944
10,34.51328054030439,0.8449957435816213,182.51469140441282
20,35.321822041552494,0.8570469019589438,169.5444776513803
30,35.28734354635036,0.8424268013004312,177.07300357483587
40,35.30899775515058,0.8538302564158481,173.78783064611537
49,35.8127938064477,0.8619784463623907,163.06917296440446
